,overall,value_eur,age,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
11536,64,600000.0,28,4,3,72.0,62.0,60.0,64.0,46.0,59,62,45,61,59,63,62,64,58,62,73,71,77,59,80,65,66,73,56,61,48,49,61,57,59,56,47,44,46,12,11,9,11,11
11537,64,625000.0,27,3,2,78.0,64.0,58.0,63.0,46.0,61,63,43,62,41,65,68,35,51,63,74,81,63,55,70,71,70,67,63,69,59,53,62,57,40,54,51,37,45,14,9,14,7,8
11538,64,275000.0,34,3,3,37.0,65.0,64.0,66.0,29.0,61,64,70,67,66,65,68,39,63,67,40,35,74,55,57,69,82,67,81,63,29,18,69,66,62,74,20,35,22,9,10,14,6,10
11539,64,400000.0,32,3,2,54.0,47.0,60.0,58.0,61.0,64,46,55,62,26,58,33,39,62,57,55,53,54,66,72,40,92,84,65,63,63,66,47,65,43,52,62,58,59,14,7,6,6,6
11540,64,625000.0,27,3,3,92.0,57.0,52.0,67.0,30.0,53,60,59,59,54,66,55,40,43,63,93,92,93,51,73,58,88,75,72,49,59,19,56,48,63,60,36,22,33,10,13,13,7,10
11541,64,775000.0,26,3,2,56.0,37.0,56.0,50.0,62.0,42,22,72,66,29,43,28,28,63,57,60,52,50,59,60,55,78,72,76,51,63,63,54,63,39,56,54,65,61,6,12,14,13,12
11542,64,1300000.0,23,3,3,44.0,47.0,62.0,59.0,58.0,55,34,49,68,30,57,37,33,65,59,52,37,68,67,59,62,51,77,74,61,62,63,64,69,43,55,59,58,54,14,10,13,14,13
11543,64,1100000.0,21,3,3,81.0,51.0,59.0,64.0,59.0,65,52,52,63,32,64,61,39,52,63,82,80,75,56,72,56,84,60,61,46,65,59,58,58,56,52,59,63,53,12,6,9,11,6
11544,64,725000.0,25,3,2,58.0,36.0,43.0,50.0,64.0,34,33,62,59,32,48,34,31,47,50,54,62,48,58,52,50,65,65,71,30,70,63,25,27,50,52,62,66,64,5,8,9,11,6
11545,64,1200000.0,22,2,2,63.0,55.0,62.0,64.0,57.0,55,47,45,69,48,63,56,51,63,66,63,63,68,64,68,64,66,72,65,65,65,52,59,62,52,55,61,62,52,8,12,10,10,7
11546,64,400000.0,32,2,2,66.0,47.0,63.0,63.0,61.0,69,38,45,66,32,60,47,46,62,64,69,63,70,55,72,58,65,61,66,56,68,61,63,59,42,61,63,62,63,8,5,11,11,6
11547,64,725000.0,26,4,2,76.0,60.0,50.0,63.0,25.0,32,59,65,62,57,62,38,32,48,64,75,76,64,59,66,64,72,76,85,56,65,26,65,55,63,55,26,11,17,9,9,13,9,14
11548,64,1200000.0,24,3,3,76.0,58.0,62.0,66.0,58.0,62,58,45,64,51,65,55,47,62,64,74,77,80,62,79,60,59,76,57,61,55,60,62,63,45,59,57,61,57,14,14,6,14,5
11549,64,800000.0,24,3,3,72.0,62.0,62.0,63.0,62.0,62,62,66,63,54,65,65,50,62,64,73,72,65,59,39,63,66,71,76,63,63,60,60,63,70,54,61,62,61,6,5,8,10,10
11550,64,1200000.0,23,3,3,90.0,57.0,50.0,66.0,28.0,54,58,56,62,53,66,39,30,28,61,91,90,81,65,77,59,81,67,63,56,58,23,61,48,49,53,34,21,13,11,10,8,7,7
11551,64,725000.0,25,3,2,68.0,33.0,58.0,59.0,60.0,64,25,58,59,23,56,59,55,57,58,69,68,66,57,74,52,72,71,58,30,60,65,46,52,37,57,56,63,59,10,15,6,13,5
11552,64,1300000.0,22,3,2,64.0,63.0,41.0,57.0,30.0,29,68,67,54,54,55,30,31,31,60,60,68,49,60,64,67,70,54,77,51,56,19,66,43,64,63,38,19,25,13,13,13,10,9
11553,64,275000.0,33,3,2,48.0,47.0,53.0,46.0,61.0,43,43,68,64,37,42,34,37,61,45,45,50,46,62,48,50,70,34,81,58,72,59,48,44,41,60,57,64,63,14,12,6,15,6
11554,64,1300000.0,22,3,3,66.0,61.0,45.0,64.0,29.0,34,66,65,56,46,64,45,33,42,66,65,66,66,58,58,66,70,64,74,48,56,18,69,44,60,58,22,32,24,9,7,5,8,6
11555,64,1300000.0,22,3,3,76.0,64.0,57.0,68.0,30.0,57,66,55,62,56,68,53,45,52,66,76,76,72,56,80,70,50,46,46,55,43,22,66,54,60,63,25,31,32,11,6,8,11,10
11556,64,475000.0,25,3,1,69.0,54.0,58.0,64.0,56.0,14,6,11,19,8,12,9,11,16,16,48,49,50,65,61,50,75,39,65,7,20,11,9,37,19,61,9,8,11,59,47,66,72,74
11557,64,1200000.0,22,2,2,66.0,30.0,48.0,54.0,64.0,46,25,58,58,32,48,44,42,43,57,63,68,61,63,64,40,75,58,68,27,60,67,40,40,40,51,63,64,64,14,8,11,12,14
11558,64,875000.0,22,3,2,70.0,44.0,58.0,62.0,61.0,61,39,54,62,34,62,59,41,56,64,69,70,55,56,69,55,76,63,68,43,68,59,53,55,45,58,62,64,63,11,14,5,7,11
11559,64,1300000.0,23,3,2,67.0,58.0,57.0,68.0,28.0,50,65,67,67,44,70,42,39,39,68,67,67,63,64,69,56,46,65,65,44,36,17,66,66,57,62,26,24,29,13,10,14,6,7
11560,64,1300000.0,22,2,2,82.0,41.0,49.0,58.0,58.0,56,41,47,58,28,57,51,31,35,57,88,77,61,63,72,45,56,67,62,42,57,59,44,42,38,55,58,62,56,8,12,8,13,8
11561,64,1200000.0,22,3,3,83.0,62.0,48.0,65.0,39.0,49,63,56,51,57,64,49,29,48,63,82,84,78,60,76,65,57,70,69,59,55,39,63,48,57,53,38,35,33,5,14,9,13,6
11562,64,1300000.0,21,3,2,84.0,37.0,54.0,65.0,56.0,64,38,39,56,28,63,61,22,51,62,84,84,79,55,83,43,90,72,56,30,56,56,53,48,24,56,55,62,61,12,12,7,6,14
11563,64,1300000.0,22,3,4,80.0,58.0,55.0,66.0,28.0,50,57,54,55,61,64,70,56,54,63,74,84,77,64,81,57,60,74,63,58,55,29,65,59,64,57,34,19,12,13,10,12,10,10
11564,64,1200000.0,23,4,2,77.0,55.0,59.0,62.0,58.0,60,57,55,60,43,63,57,60,60,62,77,77,64,56,63,56,77,72,65,53,59,57,52,55,50,59,56,61,60,9,8,10,7,6
11565,64,1100000.0,23,3,1,69.0,54.0,58.0,64.0,56.0,12,5,13,37,7,13,11,11,35,34,36,31,40,54,41,50,46,29,41,5,25,9,6,43,11,50,25,10,14,64,62,66,63,66
11566,64,875000.0,23,2,3,77.0,58.0,55.0,67.0,34.0,58,60,44,57,44,70,48,39,48,63,74,79,72,60,76,60,63,67,48,50,28,17,65,60,62,55,47,29,29,7,10,13,6,6
11567,64,625000.0,27,5,3,64.0,64.0,50.0,62.0,30.0,39,65,63,60,58,63,54,48,38,63,66,62,63,59,54,66,64,57,80,61,47,32,66,53,60,57,23,27,23,8,14,10,14,8
11568,64,1400000.0,21,3,3,82.0,58.0,56.0,65.0,26.0,52,58,40,59,53,64,46,40,53,63,83,82,80,58,74,60,53,65,63,61,54,26,61,62,35,60,23,25,25,7,12,13,12,6
11569,64,800000.0,24,3,2,77.0,63.0,53.0,63.0,27.0,42,65,65,58,60,60,52,45,49,62,75,78,80,60,75,65,64,72,75,55,62,20,63,60,62,60,28,20,20,5,10,15,7,6
11570,64,850000.0,25,3,2,72.0,62.0,65.0,64.0,58.0,65,65,53,63,47,63,56,54,70,69,68,75,62,47,63,61,67,80,70,60,63,50,61,69,61,67,63,60,53,7,10,11,6,11
11571,64,1100000.0,22,2,1,69.0,54.0,58.0,64.0,56.0,14,11,13,30,10,14,12,14,31,31,36,40,28,46,31,47,58,31,52,12,25,12,7,37,11,42,12,13,12,66,64,63,65,67
11572,64,1200000.0,23,3,2,66.0,42.0,58.0,59.0,64.0,58,34,59,62,38,57,41,40,58,61,67,66,60,59,49,58,72,68,73,41,61,66,59,59,49,64,63,65,63,6,13,9,9,7
11573,64,800000.0,25,3,3,72.0,56.0,63.0,65.0,58.0,59,60,45,66,53,62,61,55,63,63,77,67,81,64,80,52,57,82,46,51,49,60,64,63,48,61,50,66,65,11,14,14,11,13
11574,64,1200000.0,24,3,2,86.0,64.0,56.0,61.0,31.0,51,65,52,56,56,62,57,43,59,59,78,92,70,56,60,69,75,80,76,61,59,18,65,61,52,58,41,26,24,11,9,11,13,11
11575,64,700000.0,25,2,3,77.0,54.0,59.0,67.0,58.0,58,54,60,63,49,69,64,39,54,63,78,76,78,56,75,58,75,64,72,51,72,51,58,60,49,56,57,60,62,7,14,10,10,9
11576,64,875000.0,23,2,3,79.0,53.0,58.0,65.0,30.0,60,55,49,62,48,63,46,58,46,65,82,77,78,59,74,60,58,73,60,43,33,22,61,59,50,53,30,29,26,7,14,12,14,6
11577,64,625000.0,27,3,2,65.0,33.0,52.0,60.0,63.0,58,33,68,59,33,61,51,37,56,59,67,64,61,59,64,30,74,67,71,28,62,63,51,36,41,45,61,62,67,13,6,10,14,13
11578,64,1200000.0,23,3,3,73.0,58.0,59.0,67.0,55.0,48,58,41,67,51,64,52,35,62,68,69,77,78,64,82,61,71,88,69,55,49,58,61,59,58,59,57,57,54,14,10,6,12,10
11579,64,725000.0,25,3,2,71.0,31.0,45.0,49.0,64.0,49,29,70,59,31,45,29,27,42,54,65,75,51,63,42,44,47,73,76,21,58,62,27,29,41,46,64,63,60,10,12,15,9,7
11580,64,675000.0,25,3,1,69.0,54.0,58.0,64.0,56.0,11,10,10,30,5,16,19,13,28,25,38,30,37,51,35,44,82,28,51,7,19,10,7,34,10,39,12,11,11,67,60,59,60,70
11581,64,775000.0,24,4,3,68.0,54.0,62.0,67.0,56.0,62,52,45,67,40,63,62,43,59,68,73,64,79,63,83,59,76,72,64,56,73,58,62,61,40,55,54,60,58,8,12,8,5,7
11582,64,400000.0,32,3,2,71.0,50.0,60.0,62.0,58.0,64,45,45,60,40,59,60,60,63,61,72,71,74,62,78,63,49,66,58,53,45,55,44,55,55,55,58,61,64,7,14,8,8,8
11583,64,775000.0,25,3,3,76.0,57.0,62.0,66.0,52.0,62,55,45,64,48,65,55,43,61,65,77,75,74,60,72,62,62,74,60,57,42,53,63,64,53,61,50,56,48,8,10,13,14,9
11584,64,550000.0,30,3,2,60.0,58.0,60.0,61.0,60.0,57,56,65,65,38,62,46,35,63,63,59,61,54,64,52,70,71,82,82,56,73,62,62,61,59,64,59,60,55,11,14,7,10,5
11585,64,1200000.0,23,3,3,52.0,60.0,63.0,68.0,63.0,59,60,57,66,49,67,59,51,65,68,59,47,75,63,78,62,56,64,57,62,66,63,57,63,49,54,62,65,62,5,5,12,12,14
11586,64,850000.0,24,2,3,93.0,55.0,55.0,65.0,35.0,57,52,49,55,66,63,64,51,50,63,92,93,89,65,72,63,85,58,66,51,46,31,57,55,47,49,33,35,33,12,5,12,9,12
11587,64,575000.0,27,3,2,69.0,40.0,51.0,57.0,61.0,52,26,66,63,29,54,29,38,37,58,68,70,63,61,67,68,79,66,67,41,67,58,38,49,54,55,55,67,62,14,13,13,13,11
11588,64,1100000.0,23,3,2,81.0,51.0,54.0,61.0,57.0,60,49,52,56,34,61,49,36,45,58,80,81,75,56,66,56,79,87,76,58,66,57,55,55,36,56,57,59,57,11,8,7,14,13
11589,64,1300000.0,22,4,2,67.0,59.0,61.0,60.0,61.0,65,57,56,64,52,62,50,48,63,54,69,65,64,58,62,61,73,73,62,63,52,60,60,58,49,61,61,62,61,6,8,6,9,10
11590,64,850000.0,24,3,2,63.0,45.0,59.0,62.0,60.0,47,39,51,66,43,59,46,42,62,63,64,62,58,62,92,55,66,70,58,43,63,62,54,63,51,63,59,64,56,6,11,6,6,14
11591,64,1000000.0,24,2,1,69.0,54.0,58.0,64.0,56.0,11,9,13,26,8,10,12,12,21,13,34,36,42,56,32,43,58,18,58,6,19,12,7,32,19,39,8,13,10,67,62,57,61,66
11592,64,425000.0,31,4,2,67.0,33.0,53.0,56.0,62.0,55,32,56,54,28,52,54,42,51,55,66,68,65,62,68,35,75,80,67,34,65,63,37,53,38,60,62,62,63,9,6,6,6,11
11593,64,700000.0,21,3,3,68.0,58.0,63.0,69.0,40.0,67,54,69,64,49,67,58,60,54,64,71,66,78,72,90,68,71,68,38,54,61,54,60,68,68,70,25,36,40,13,10,16,11,10
11594,64,575000.0,29,3,2,71.0,62.0,57.0,65.0,34.0,43,58,58,63,55,66,49,45,57,62,70,71,71,71,64,71,66,57,69,63,55,37,63,65,62,60,24,32,43,7,11,7,11,9
11595,64,1100000.0,22,3,2,79.0,37.0,50.0,64.0,58.0,62,29,54,58,30,63,43,31,37,62,78,79,74,58,77,52,56,70,58,37,50,59,59,39,42,57,58,59,59,11,7,6,7,10
11596,64,1100000.0,22,2,1,69.0,54.0,58.0,64.0,56.0,14,9,14,27,8,12,12,10,25,23,34,28,31,52,41,44,65,26,48,9,25,12,4,39,11,42,21,13,14,66,61,59,62,68
11597,64,475000.0,31,3,3,72.0,62.0,63.0,66.0,54.0,54,58,49,65,55,67,74,71,61,64,74,70,72,62,59,70,52,70,49,66,44,62,64,67,59,59,46,62,42,11,14,6,11,13
11598,64,775000.0,24,2,2,76.0,49.0,55.0,61.0,57.0,61,44,48,55,30,60,40,41,52,57,76,76,73,57,75,60,69,91,62,55,60,58,57,56,46,56,58,59,58,9,15,7,15,14
11599,64,1200000.0,23,3,3,70.0,55.0,62.0,69.0,56.0,58,55,49,65,55,68,61,48,63,66,72,68,81,63,80,58,52,69,57,52,48,59,64,64,45,63,56,56,54,11,10,6,11,12
11600,64,475000.0,31,2,3,68.0,63.0,66.0,64.0,51.0,63,59,53,68,58,63,64,68,67,62,69,67,71,59,66,70,74,65,67,68,67,55,64,65,54,68,44,55,48,9,6,6,6,8
11601,64,1100000.0,22,2,1,69.0,54.0,58.0,64.0,56.0,12,9,13,19,6,14,12,11,18,17,36,29,38,51,38,41,59,20,30,9,27,6,4,32,11,45,21,12,12,69,63,55,64,62
11602,64,725000.0,26,3,2,46.0,30.0,43.0,40.0,66.0,36,22,64,54,32,31,29,28,42,46,50,43,35,60,51,50,67,54,71,23,59,63,29,38,42,58,64,71,66,5,11,6,9,10
11603,64,500000.0,29,3,2,69.0,48.0,53.0,56.0,62.0,48,38,67,61,39,53,44,46,59,49,67,71,69,82,70,62,74,81,67,55,81,58,56,44,47,57,54,68,66,14,14,8,9,8
11604,64,950000.0,22,3,3,86.0,58.0,53.0,67.0,31.0,55,52,48,57,44,70,56,61,44,64,85,87,74,58,77,68,59,54,48,62,36,37,58,49,62,48,29,25,27,11,12,8,14,14
11605,64,775000.0,25,3,3,78.0,62.0,61.0,67.0,44.0,63,62,53,65,60,65,55,54,63,65,77,78,84,60,77,66,49,53,56,60,70,45,53,54,63,54,28,53,55,13,9,12,8,12
11606,64,625000.0,27,3,2,65.0,34.0,40.0,51.0,63.0,22,35,63,58,31,43,26,20,45,51,66,65,67,63,67,44,77,62,76,24,68,62,28,30,30,58,63,65,60,6,9,11,8,5
11607,64,750000.0,25,3,2,77.0,58.0,60.0,64.0,54.0,62,52,45,63,52,64,41,45,53,59,80,74,73,62,73,69,59,86,72,59,67,52,68,65,59,62,50,61,61,5,8,6,6,14
11608,64,1100000.0,22,3,3,76.0,28.0,57.0,65.0,60.0,57,12,56,59,31,63,27,26,64,63,70,80,79,59,75,60,71,67,49,21,65,58,56,64,36,64,58,63,62,10,8,13,15,14
11609,64,850000.0,22,3,2,80.0,34.0,47.0,52.0,63.0,32,29,62,58,37,51,35,36,55,50,77,82,69,54,47,43,66,72,81,35,66,62,29,43,49,51,63,64,63,7,5,6,6,9
11610,64,625000.0,26,3,2,63.0,41.0,55.0,57.0,62.0,61,36,49,59,37,54,53,31,57,60,64,62,58,63,64,50,56,64,55,43,47,62,53,49,38,50,63,64,62,6,11,15,13,6
11611,64,675000.0,26,2,2,38.0,53.0,45.0,49.0,63.0,34,53,63,56,48,45,46,34,50,55,37,39,43,61,30,65,67,64,87,45,69,60,55,37,49,59,63,65,58,7,9,14,5,11
11612,64,725000.0,26,3,3,69.0,45.0,62.0,67.0,58.0,52,39,47,70,41,65,50,44,69,66,69,69,79,60,81,52,79,71,62,50,64,52,55,61,43,63,64,59,58,10,6,6,14,13
11613,64,525000.0,29,3,2,69.0,34.0,54.0,60.0,59.0,57,34,50,59,27,57,34,30,54,57,72,67,73,60,71,31,70,84,66,32,68,62,48,51,39,59,61,57,61,8,9,6,13,13
11614,64,1300000.0,22,3,3,76.0,54.0,58.0,68.0,37.0,59,56,40,61,45,68,57,40,54,64,77,76,82,59,71,54,66,69,61,51,58,38,56,60,50,66,33,40,36,7,15,14,9,10
11615,64,475000.0,30,2,2,49.0,39.0,49.0,37.0,63.0,32,31,63,67,34,36,32,31,66,31,51,47,33,59,45,57,78,70,86,40,72,64,39,32,49,57,64,63,56,9,11,11,11,14
11616,64,300000.0,31,1,1,69.0,54.0,58.0,64.0,56.0,12,5,11,29,4,9,13,9,24,23,21,34,28,63,28,44,37,43,68,4,25,12,4,50,20,31,8,12,11,65,57,58,64,68
11617,64,1100000.0,24,3,2,68.0,42.0,55.0,65.0,61.0,52,32,45,65,27,69,32,32,64,57,67,68,73,63,75,56,67,69,61,50,53,67,57,45,40,55,55,67,64,10,9,14,7,11
11618,64,1200000.0,24,3,2,47.0,29.0,35.0,38.0,63.0,25,24,73,48,22,31,24,24,40,50,44,49,34,45,26,42,55,65,90,28,72,60,27,26,31,45,62,65,60,12,12,13,8,15
11619,64,675000.0,26,2,1,69.0,54.0,58.0,64.0,56.0,11,8,10,28,9,11,12,13,22,16,22,30,31,59,49,47,60,22,40,5,20,7,5,33,19,46,15,14,13,65,64,62,65,61
11620,64,1300000.0,23,4,3,81.0,55.0,57.0,66.0,26.0,56,55,30,58,47,66,51,55,53,64,84,78,76,59,78,56,55,53,41,56,43,26,62,59,41,62,31,21,19,6,13,7,10,8
11621,64,1300000.0,22,3,3,84.0,63.0,59.0,66.0,26.0,55,58,42,59,51,66,66,65,55,64,86,83,78,56,75,72,46,61,60,68,58,24,58,62,60,56,21,26,25,15,8,7,13,6
11622,64,800000.0,24,2,2,61.0,41.0,50.0,52.0,62.0,46,36,63,58,31,48,28,33,53,58,59,62,47,57,51,53,68,69,80,39,70,60,39,49,48,54,62,64,62,9,12,12,9,6
11623,64,1000000.0,21,2,1,69.0,54.0,58.0,64.0,56.0,15,10,9,25,8,19,13,9,25,29,52,50,44,56,52,44,66,39,58,9,24,14,9,56,21,44,13,15,14,64,64,58,63,66
11624,64,1200000.0,20,2,1,69.0,54.0,58.0,64.0,56.0,11,10,13,36,10,19,12,13,29,28,35,33,52,59,42,47,65,24,57,12,30,11,5,42,17,43,10,14,13,65,59,62,63,69
11625,64,650000.0,26,2,2,60.0,40.0,46.0,50.0,63.0,36,36,65,55,30,46,32,29,52,52,61,60,50,58,55,54,75,70,82,38,66,62,33,41,37,60,62,63,62,12,15,11,9,14
11626,64,575000.0,28,3,2,69.0,49.0,57.0,62.0,60.0,56,48,62,66,45,60,35,39,60,64,65,73,66,62,68,55,87,79,70,48,68,62,52,52,41,55,58,61,59,14,8,14,11,9
11627,64,500000.0,29,2,3,53.0,48.0,60.0,61.0,60.0,60,31,47,62,42,61,55,60,61,61,53,53,68,56,64,68,72,81,70,66,74,62,40,58,63,57,60,61,61,10,13,8,11,14
11628,64,950000.0,22,3,3,79.0,58.0,62.0,67.0,27.0,62,57,30,62,49,64,62,58,59,63,81,78,89,61,90,59,39,54,30,62,30,27,62,63,55,54,26,27,24,11,13,6,13,10
11629,64,1100000.0,22,3,1,69.0,54.0,58.0,64.0,56.0,12,8,12,30,7,22,19,11,24,30,40,33,38,52,42,50,65,30,38,7,25,13,14,40,12,44,15,12,11,64,63,66,62,68
11630,64,950000.0,22,3,3,80.0,55.0,57.0,66.0,21.0,63,53,31,61,56,67,64,44,46,65,79,80,75,58,70,62,66,78,69,52,32,10,54,55,50,52,22,23,23,12,11,8,13,15
11631,64,1300000.0,21,2,1,69.0,54.0,58.0,64.0,56.0,13,5,10,26,7,9,12,14,20,12,32,34,51,59,48,47,64,27,50,9,22,7,4,28,17,32,9,10,13,64,64,62,63,65
11632,64,925000.0,24,4,3,89.0,60.0,43.0,70.0,22.0,56,66,50,42,47,72,36,28,33,68,90,89,86,48,70,52,74,68,50,57,33,20,57,46,59,50,25,13,19,7,11,6,7,10
11633,64,1200000.0,23,3,2,68.0,52.0,62.0,66.0,51.0,51,49,43,69,48,65,60,46,68,64,73,63,80,63,82,58,65,75,57,52,55,54,60,63,44,50,50,54,51,14,15,5,14,15
11634,64,650000.0,26,2,2,62.0,37.0,50.0,51.0,63.0,38,32,65,58,35,42,43,43,59,54,59,64,59,59,80,43,73,71,81,41,61,59,40,43,40,54,67,61,62,6,13,9,8,13
11635,64,1200000.0,22,3,2,67.0,46.0,55.0,56.0,65.0,59,39,64,57,39,51,44,44,55,59,67,67,64,58,70,59,71,63,63,48,67,67,45,52,47,56,64,64,67,6,13,12,6,8
11636,64,1300000.0,20,3,3,74.0,61.0,53.0,67.0,36.0,43,63,60,56,49,65,60,47,52,67,73,75,77,57,74,66,75,62,74,54,64,33,65,59,55,68,30,36,32,10,14,12,8,9
11637,64,875000.0,23,3,3,75.0,49.0,52.0,63.0,57.0,55,51,48,58,31,61,49,34,44,64,74,76,68,63,67,54,63,76,59,46,53,58,55,52,42,59,56,61,59,8,12,11,8,12
11638,64,775000.0,25,3,3,76.0,57.0,62.0,65.0,61.0,55,51,65,69,57,64,58,51,66,67,74,77,70,58,65,66,61,66,65,60,65,60,67,57,50,64,58,65,58,10,14,7,13,7
11639,64,725000.0,25,4,3,71.0,62.0,60.0,68.0,57.0,65,63,53,63,56,70,62,39,54,69,80,64,73,51,73,69,39,70,63,58,55,54,55,57,59,55,53,63,62,15,7,7,9,15
11640,64,1300000.0,22,4,4,76.0,64.0,59.0,64.0,36.0,51,64,62,61,58,67,63,64,56,64,75,76,65,54,53,67,62,67,72,61,67,27,63,64,63,62,42,30,28,11,9,6,15,10
11641,64,800000.0,24,3,2,61.0,51.0,60.0,63.0,62.0,52,44,60,68,43,67,47,40,63,63,53,68,61,55,61,61,65,64,72,53,63,59,60,62,55,45,61,65,63,5,15,11,13,15
11642,64,575000.0,29,4,3,82.0,59.0,56.0,65.0,30.0,64,61,32,61,48,65,45,31,52,63,83,82,76,58,74,60,47,75,60,58,31,23,58,53,48,51,45,22,22,6,12,7,7,12
11643,64,1100000.0,24,3,2,71.0,32.0,48.0,50.0,62.0,35,25,66,62,26,45,32,22,48,48,66,75,64,58,67,54,76,66,76,24,68,59,32,46,35,58,60,64,63,9,12,8,7,9
11644,64,800000.0,24,3,2,66.0,56.0,58.0,61.0,60.0,58,54,60,61,41,60,41,38,61,60,66,66,65,61,63,63,68,90,73,63,65,65,45,61,48,62,58,61,56,9,14,11,9,12
11645,64,675000.0,27,3,2,68.0,61.0,59.0,65.0,58.0,46,60,62,65,60,65,54,65,60,68,64,72,61,64,60,66,81,82,74,63,43,60,63,62,50,56,57,56,54,8,15,12,14,5
11646,64,400000.0,31,4,2,54.0,54.0,59.0,62.0,61.0,39,60,49,70,30,62,32,38,70,64,53,54,60,66,57,42,75,67,79,58,72,66,64,62,43,60,63,60,62,12,6,11,6,10
11647,64,575000.0,29,4,2,77.0,63.0,58.0,64.0,25.0,62,63,48,60,57,62,66,37,54,64,76,77,72,66,61,72,54,85,75,56,48,17,65,59,54,70,24,23,25,13,11,10,8,7
11648,64,575000.0,29,3,3,75.0,65.0,60.0,67.0,34.0,60,62,47,63,58,64,59,64,52,66,81,70,80,62,81,75,67,74,63,63,62,36,63,61,69,63,31,32,31,11,15,12,5,9
11649,64,400000.0,31,3,2,55.0,27.0,42.0,40.0,65.0,22,22,65,58,24,33,29,28,46,41,53,57,38,59,64,38,80,66,74,23,57,64,27,37,43,49,64,67,65,11,14,9,9,13
11650,64,700000.0,25,3,3,83.0,56.0,55.0,68.0,28.0,61,56,47,61,59,65,50,39,40,63,85,82,93,61,92,63,73,74,49,51,42,18,58,55,50,54,38,18,25,12,14,5,6,11
11651,64,525000.0,29,4,3,73.0,29.0,50.0,62.0,58.0,60,27,46,58,21,60,29,26,39,60,71,74,73,59,68,32,70,80,70,26,53,58,49,43,32,61,60,60,62,14,5,11,6,6
11652,64,575000.0,28,4,2,76.0,53.0,60.0,65.0,59.0,56,56,49,66,38,62,48,55,64,65,80,72,78,64,77,60,80,91,63,45,63,61,63,56,35,60,60,60,56,5,11,14,9,12
11653,64,1300000.0,22,2,2,73.0,65.0,48.0,63.0,22.0,41,66,61,56,54,60,54,37,39,62,76,71,77,64,77,67,66,55,53,62,31,16,66,49,67,52,19,17,16,13,12,12,13,8
11654,64,1200000.0,21,3,3,84.0,63.0,60.0,67.0,33.0,62,65,49,65,57,68,55,50,54,66,83,85,71,57,83,67,53,63,59,58,36,18,61,58,64,59,35,36,30,12,15,6,6,7
11655,64,750000.0,24,3,1,69.0,54.0,58.0,64.0,56.0,12,9,14,22,12,13,10,11,20,14,41,40,45,61,48,43,61,25,67,11,19,13,8,26,14,25,15,11,12,64,60,57,62,68
11656,64,850000.0,24,3,2,65.0,62.0,53.0,62.0,30.0,52,65,71,60,58,63,57,27,45,65,61,68,54,62,52,58,62,54,79,59,62,26,62,53,59,61,28,21,25,11,9,9,10,11
11657,64,850000.0,23,2,2,68.0,41.0,45.0,53.0,63.0,48,39,63,58,42,48,25,20,42,56,65,71,59,59,60,58,81,63,74,28,64,58,35,31,40,56,63,66,62,7,8,12,10,9
11658,64,600000.0,26,2,1,69.0,54.0,58.0,64.0,56.0,14,8,13,23,9,8,14,14,18,12,18,30,31,61,26,47,30,23,55,7,16,12,4,45,10,25,11,12,11,61,61,63,64,65
11659,64,925000.0,23,3,3,73.0,55.0,61.0,66.0,53.0,63,59,52,64,54,66,50,40,60,66,77,70,71,60,70,55,70,54,63,46,62,51,65,62,45,64,52,54,56,7,8,9,9,13
11660,64,525000.0,28,3,3,66.0,55.0,60.0,66.0,62.0,55,50,56,68,53,63,44,59,65,66,72,61,79,61,80,64,63,64,62,60,55,63,52,52,54,58,65,62,61,13,11,11,8,13
11661,64,1300000.0,21,3,3,78.0,58.0,55.0,71.0,24.0,59,59,51,62,58,72,63,43,40,71,78,78,80,54,75,61,54,62,32,56,36,20,54,52,55,59,20,22,19,5,14,14,13,12
11662,64,1100000.0,23,3,2,71.0,37.0,50.0,56.0,63.0,52,35,59,56,42,53,51,32,50,55,69,72,70,62,56,46,76,70,74,31,65,63,41,44,33,57,64,64,64,8,14,12,14,9
11663,64,1300000.0,23,3,2,70.0,61.0,51.0,62.0,24.0,39,66,68,63,47,60,44,36,43,63,70,70,69,59,52,60,69,60,68,55,42,25,63,52,61,65,19,18,15,9,9,7,9,11
11664,64,1200000.0,21,3,2,66.0,27.0,47.0,58.0,63.0,28,22,43,63,29,53,23,30,44,63,63,69,64,62,63,33,90,74,82,27,77,64,37,52,35,59,66,66,63,8,11,7,13,10
11665,64,1300000.0,21,3,1,69.0,54.0,58.0,64.0,56.0,12,10,13,26,14,11,12,15,26,24,38,42,46,62,46,46,67,24,64,13,29,10,10,29,21,43,18,10,13,66,61,61,58,67
